,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,author,sex,period
0,-1.970909833908081,0.8480743765830994,-0.44002848863601685,0.8575387597084045,-0.12445896118879318,-0.8518128991127014,0.13806650042533875,-3.7338783740997314,-1.8668721914291382,-0.7035930752754211,-1.7483962774276733,2.8832621574401855,0.777169406414032,0.6598635911941528,-0.4379609227180481,0.7220892310142517,0.3471945822238922,1.3138468265533447,2.6807589530944824,-0.3798150420188904,MaryWollstonecraft,female,enlightenment
1,-0.5108644366264343,-0.6223331093788147,-0.7366514205932617,0.6138649582862854,0.3689309060573578,-0.3919598162174225,-0.4693772792816162,-2.2908668518066406,-0.8819968700408936,-0.09687241166830063,-0.6749910712242126,0.38825610280036926,-2.665574789047241,-0.2596176564693451,0.9891936779022217,0.6507317423820496,-0.6968704462051392,0.7426441311836243,1.3069552183151245,2.2717530727386475,MaryWollstonecraft,female,enlightenment
2,-1.1927629709243774,-0.10133033990859985,-2.033015251159668,-0.6573939919471741,-2.9575395584106445,-1.3933759927749634,0.9222158193588257,-1.9490896463394165,0.9732409715652466,-0.010799014940857887,-0.79338139295578,-0.9571415185928345,-0.06856771558523178,1.7312151193618774,-2.687084674835205,1.0066502094268799,0.5778917074203491,-2.256335496902466,-0.8701192140579224,1.854182243347168,MaryWollstonecraft,female,enlightenment
3,-1.638203740119934,2.4755401611328125,2.7617132663726807,-0.20828461647033691,1.2457772493362427,-1.8575389385223389,1.3012726306915283,-0.596132755279541,-0.47188064455986023,1.3903859853744507,-0.6501643061637878,0.8239569067955017,-2.6700668334960938,-0.2558974623680115,0.055352337658405304,1.467543125152588,0.7557585835456848,1.0353565216064453,0.3228432834148407,1.9429363012313843,MaryWollstonecraft,female,enlightenment
4,-3.274427890777588,-0.9908338189125061,-2.353368043899536,1.2616914510726929,-2.1744086742401123,-0.9967114925384521,1.268803358078003,-2.3053839206695557,0.41895249485969543,1.774417757987976,-1.2139759063720703,-1.028551459312439,0.8703086376190186,2.6027615070343018,-0.7809359431266785,1.4223848581314087,-1.0507993698120117,-0.20962031185626984,-0.08676400780677795,1.308789610862732,MaryWollstonecraft,female,enlightenment
5,-1.178080439567566,-0.635000467300415,1.5535671710968018,0.9240795969963074,0.648251473903656,-0.9949182868003845,-0.22345496714115143,-0.9875220060348511,0.16691291332244873,-0.23238623142242432,-0.684051513671875,0.3617073893547058,-1.7900960445404053,1.5094796419143677,-0.9386862516403198,-0.2931663691997528,-0.46634724736213684,0.5295295119285583,1.5365233421325684,1.7452181577682495,MaryWollstonecraft,female,enlightenment
6,-2.231050968170166,1.0273005962371826,-1.2398114204406738,0.952865719795227,0.3864372968673706,-0.03631904721260071,-1.8774995803833008,-1.2879990339279175,0.8535070419311523,-1.0720726251602173,-2.0841376781463623,1.119621992111206,-1.647114872932434,-0.9974672794342041,-0.22502565383911133,-0.6086453199386597,0.8448968529701233,0.0036146948114037514,0.8439340591430664,2.7258260250091553,MaryWollstonecraft,female,enlightenment
7,-1.043591022491455,-1.3499188423156738,0.8390003442764282,-1.232710361480713,0.22400954365730286,-1.6887675523757935,-2.883570909500122,-0.4358104169368744,-0.28247755765914917,1.9233282804489136,-1.603373408317566,-1.039585828781128,-1.101571798324585,2.4005825519561768,0.8968896865844727,1.411434531211853,1.343263030052185,0.17756053805351257,2.296116590499878,1.3250004053115845,MaryWollstonecraft,female,enlightenment
8,-2.017186403274536,-1.940016508102417,-1.7225494384765625,0.32719650864601135,-0.07172708213329315,1.4849462509155273,-0.24270810186862946,-1.732519268989563,-0.1134990006685257,1.7615548372268677,0.264823317527771,-0.3629896640777588,-0.7361108064651489,2.483754873275757,-0.37425318360328674,1.027374029159546,-0.8430081605911255,0.053169991821050644,2.0892891883850098,3.1255903244018555,MaryWollstonecraft,female,enlightenment
9,-0.5477010011672974,-0.644615888595581,0.21002967655658722,-1.16815984249115,-1.4129481315612793,-1.7534924745559692,-1.112749457359314,-1.2066011428833008,-1.9084304571151733,1.659457802772522,-1.264122724533081,0.31562307476997375,-1.7129205465316772,-1.4376029968261719,2.0510494709014893,0.43300458788871765,0.5930006504058838,1.8461130857467651,2.92221736907959,2.8712072372436523,MaryWollstonecraft,female,enlightenment
